site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
NetApp,field-testing,OAT_MA_CBL,,5/15/08,13:00,14:00,,,608,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981744"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,14:00,15:00,,,381,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981745"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,15:00,16:00,,,481,,,0.05,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981746"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,16:00,17:00,,,392,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981747"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,17:00,18:00,,,559,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981748"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,18:00,19:00,,,320,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981749"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,19:00,20:00,,,84,,,0.01,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981750"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,12:00,20:00,,,424,,,0.05,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981751"
NetApp,field-testing,3/10_CBL,,5/16/08,12:00,13:00,,,-102,,,-0.01,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981752"
NetApp,field-testing,3/10_CBL,,5/16/08,13:00,14:00,,,-268,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981753"
NetApp,field-testing,3/10_CBL,,5/16/08,14:00,15:00,,,-193,,,-0.02,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981754"
NetApp,field-testing,3/10_CBL,,5/16/08,15:00,16:00,,,-202,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981755"
NetApp,field-testing,3/10_CBL,,5/16/08,16:00,17:00,,,-275,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981756"
NetApp,field-testing,3/10_CBL,,5/16/08,17:00,18:00,,,-199,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981757"
NetApp,field-testing,3/10_CBL,,5/16/08,18:00,19:00,,,-336,,,-0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981758"
NetApp,field-testing,3/10_CBL,,5/16/08,19:00,20:00,,,-238,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981759"
NetApp,field-testing,3/10_CBL,,5/16/08,12:00,20:00,,,-227,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981760"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,12:00,13:00,,,978,,,0.11,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981761"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,13:00,14:00,,,819,,,0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981762"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,14:00,15:00,,,914,,,0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981763"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,15:00,16:00,,,912,,,0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981764"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,16:00,17:00,,,838,,,0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981765"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,17:00,18:00,,,895,,,0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981766"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,18:00,19:00,,,697,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981767"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,19:00,20:00,,,726,,,0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981768"
NetApp,field-testing,3/10_MA_CBL,,5/16/08,12:00,20:00,,,847,,,0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981769"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,12:00,13:00,,,998,,,0.11,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981770"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,13:00,14:00,,,746,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981771"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,14:00,15:00,,,642,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981772"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,15:00,16:00,,,614,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981773"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,16:00,17:00,,,534,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981774"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,17:00,18:00,,,668,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981775"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,18:00,19:00,,,510,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981776"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,19:00,20:00,,,560,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981777"
NetApp,field-testing,OAT_MA_CBL,,5/16/08,12:00,20:00,,,659,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981778"
NetApp,field-testing,3/10_CBL,,7/9/08,12:00,13:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981779"
NetApp,field-testing,3/10_CBL,,7/9/08,13:00,14:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981780"
NetApp,field-testing,3/10_CBL,,7/9/08,14:00,15:00,,,626,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981781"
NetApp,field-testing,3/10_CBL,,7/9/08,15:00,16:00,,,635,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981782"
NetApp,field-testing,3/10_CBL,,7/9/08,16:00,17:00,,,261,,,0.02,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981783"
NetApp,field-testing,3/10_CBL,,7/9/08,17:00,18:00,,,161,,,0.01,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981784"
NetApp,field-testing,3/10_CBL,,7/9/08,18:00,19:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981785"
NetApp,field-testing,3/10_CBL,,7/9/08,19:00,20:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981786"
NetApp,field-testing,3/10_CBL,,7/9/08,12:00,20:00,,,421,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981787"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,12:00,13:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981788"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,13:00,14:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981789"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,14:00,15:00,,,883,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981790"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,15:00,16:00,,,891,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981791"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,16:00,17:00,,,512,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981792"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,17:00,18:00,,,405,,,0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981793"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,18:00,19:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981794"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,19:00,20:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981795"
NetApp,field-testing,3/10_MA_CBL,,7/9/08,12:00,20:00,,,672,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981796"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,12:00,13:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981797"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,13:00,14:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981798"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,14:00,15:00,,,544,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981799"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,15:00,16:00,,,615,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981800"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,16:00,17:00,,,433,,,0.05,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981801"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,17:00,18:00,,,456,,,0.05,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981802"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,18:00,19:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981803"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,19:00,20:00,,,,,,,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981804"
NetApp,field-testing,OAT_MA_CBL,,7/9/08,12:00,20:00,,,512,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981805"
NetApp,field-testing,10/10_MA_CBL,,11/19/11,14:30,17:00,,,210,,,0.41,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
NetApp,field-testing,10/10_MA_CBL,,11/21/11,12:00,13:00,,,,,,,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
NetApp,field-testing,10/10_MA_CBL,,1/13/12,14:00,16:00,,,10,,,0.02,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
NetApp,field-testing,10/10_MA_CBL,,1/11/12,13:00,15:00,,,247,,,0.49,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
Large Commercial 1,field-testing,10/10_MA_CBL,,8/10/13,14:00,18:00,,,110,,,0.19,,,0.8,,
Small Commercial 1,field-testing,10/10_MA_CBL,,8/10/13,14:00,18:00,,,5,,,0.17,,,0.8,,
Small Commercial 2,field-testing,10/10_MA_CBL,,8/10/13,14:00,18:00,,,9.4,,,0.52,,,1.5,,
Small Commercial 3,field-testing,10/10_MA_CBL,,8/10/13,14:00,18:00,,,14.8,,,0.37,,,1,,
Small Commercial 4,field-testing,10/10_MA_CBL,,8/10/13,14:00,18:00,,,3.9,,,0.16,,,0.4,,
LBNL 50B,field-testing,10/10_MA_CBL,,10/28/11,8:00,17:00,,,42,,,0.25,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
LBNL 50B,field-testing,10/10_MA_CBL,,11/1/11,0:00,6:00,,,17,,,0.1,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
LBNL 50B,field-testing,10/10_MA_CBL,,11/16/11,12:35,0:00,,,52,,,0.31,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
LBNL 50B,field-testing,10/10_MA_CBL,,12/2/11,15:40,0:00,,,9,,,0.15,,,,,"Ghatikar, Girish, Venkata Ganti, Nance Matson, and Mary Ann Piette. 2012. Demand Response Opportunities and Enabling Technologies for Data Centers: Findings from Field Studies."
Three Carnegie Plaza,field-testing,OAT_MA_CBL,,7/9/08,12:00,15:00,,56.6,24.6,,0.24,0.1,,0.68,0.29,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. ÒStudy on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.Ó Energy and Buildings 42(7):967Ð75."
Three Carnegie Plaza,field-testing,OAT_MA_CBL,,7/9/08,15:00,18:00,,31.7,-37.6,,0.13,-0.16,,0.38,-0.45,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. ÒStudy on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.Ó Energy and Buildings 42(7):967Ð75."
Three Carnegie Plaza,field-testing,OAT_MA_CBL,,7/10/08,12:00,15:00,,43.2,4.3,,0.18,0.02,,0.52,0.05,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. ÒStudy on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.Ó Energy and Buildings 42(7):967Ð75."
Three Carnegie Plaza,field-testing,OAT_MA_CBL,,7/10/08,15:00,18:00,,48,-23.2,,0.2,-0.1,,0.57,-0.28,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. ÒStudy on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.Ó Energy and Buildings 42(7):967Ð75."
Three Carnegie Plaza,field-testing,OAT_MA_CBL,,7/21/08,12:00,15:00,,2.9,-11.4,,0.01,-0.05,,0.03,-0.14,,"Yin, Rongxin, Peng Xu, Mary Ann Piette, and Sila Kiliccote. 2010. ÒStudy on Auto-DR and Pre-Cooling of Commercial Buildings with Thermal Mass in California.Ó Energy and Buildings 42(7):967Ð75."
