site_name,data_source,Baseline,DR-Program,DR-Event-Day,DR-StartTime,DR-EndTime,max_oat,kW_Max,kW_Ave,kW_Min,WBP%_Max,WBP%_Avg,WBP%_Min,W/ft2_Max,W/ft2_Avg,W/ft2_Min,source
Customer 9,field-testing,3/10_MA_CBL,,7/5/07,12:00,18:00,,,45.5,,,0.17,,,0.88,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,7/5/07,12:00,15:00,,,-35,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,7/5/07,15:00,18:00,,,68,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,7/5/07,12:00,18:00,,,16.5,,,0.14,,,0.67,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/1/07,12:00,15:00,,,-6,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/1/07,15:00,18:00,,,146,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/1/07,12:00,18:00,,,70,,,0.25,,,1.45,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/1/07,12:00,15:00,,,30,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/1/07,15:00,18:00,,,183,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/1/07,12:00,18:00,,,106.5,,,0.3,,,1.81,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/1/07,12:00,15:00,,,-2,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/1/07,15:00,18:00,,,118,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/1/07,12:00,18:00,,,58,,,0.22,,,1.17,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/30/07,12:00,15:00,,,8,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/30/07,15:00,18:00,,,112,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_CBL,,8/30/07,12:00,18:00,,,60,,,0.2,,,1.11,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/30/07,12:00,15:00,,,3,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/30/07,15:00,18:00,,,107,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,3/10_MA_CBL,,8/30/07,12:00,18:00,,,55,,,0.2,,,1.06,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/30/07,12:00,15:00,,,22,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/30/07,15:00,18:00,,,124,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 9,field-testing,OAT_CBL,,8/30/07,12:00,18:00,,,73,,,0.22,,,1.22,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/13/07,12:00,15:00,,,-72,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/13/07,15:00,18:00,,,31,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/13/07,12:00,18:00,,,-20.5,,,0.03,,,0.07,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/13/07,12:00,15:00,,,80,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/13/07,15:00,18:00,,,225,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/13/07,12:00,18:00,,,152.5,,,0.18,,,0.54,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/13/07,12:00,15:00,,,59,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/13/07,15:00,18:00,,,171,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/13/07,12:00,18:00,,,115,,,0.14,,,0.41,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/5/07,12:00,15:00,,,57,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/5/07,15:00,18:00,,,-71,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,7/5/07,12:00,18:00,,,-7,,,-0.06,,,-0.17,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/5/07,12:00,15:00,,,273,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/5/07,15:00,18:00,,,184,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,7/5/07,12:00,18:00,,,228.5,,,0.14,,,0.44,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/5/07,12:00,15:00,,,201,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/5/07,15:00,18:00,,,91,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,7/5/07,12:00,18:00,,,146,,,0.07,,,0.22,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/1/07,12:00,15:00,,,472,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/1/07,15:00,18:00,,,312,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/1/07,12:00,18:00,,,392,,,0.26,,,0.75,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/1/07,12:00,15:00,,,135,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/1/07,15:00,18:00,,,-49,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/1/07,12:00,18:00,,,43,,,-0.06,,,-0.12,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/1/07,12:00,15:00,,,129,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/1/07,15:00,18:00,,,20,,,0.02,,,0.05,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/1/07,12:00,18:00,,,74.5,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/30/07,12:00,15:00,,,59,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/30/07,15:00,18:00,,,44,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_CBL,,8/30/07,12:00,18:00,,,51.5,,,0.04,,,0.11,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/30/07,12:00,15:00,,,180,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/30/07,15:00,18:00,,,268,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,3/10_MA_CBL,,8/30/07,12:00,18:00,,,224,,,0.21,,,0.65,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/30/07,12:00,15:00,,,217,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/30/07,15:00,18:00,,,240,,,,,,,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
Customer 10,field-testing,OAT_CBL,,8/30/07,12:00,18:00,,,228.5,,,0.2,,,0.58,,"Chiu, Albert, Greg Wikler, Ingrid Bran, Joe Prijyanonda, Sharon Yoshida, Kelly Smith, Mary Ann Piette, Sila Kiliccote, Girish Ghatikar, and Chuck Thomas. 2007. 2007 Auto-DR Program, Task 13 Deliverable, Auto-DR Assessment Study."
NetApp,field-testing,3/10_CBL,,5/15/08,12:00,13:00,,,-315,,,-0.04,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981725"
NetApp,field-testing,3/10_CBL,,5/15/08,13:00,14:00,,,-261,,,-0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981726"
NetApp,field-testing,3/10_CBL,,5/15/08,14:00,15:00,,,-492,,,-0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981727"
NetApp,field-testing,3/10_CBL,,5/15/08,15:00,16:00,,,-542,,,-0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981728"
NetApp,field-testing,3/10_CBL,,5/15/08,16:00,17:00,,,-745,,,-0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981729"
NetApp,field-testing,3/10_CBL,,5/15/08,17:00,18:00,,,-795,,,-0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981730"
NetApp,field-testing,3/10_CBL,,5/15/08,18:00,19:00,,,-696,,,-0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981731"
NetApp,field-testing,3/10_CBL,,5/15/08,19:00,20:00,,,-689,,,-0.1,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981732"
NetApp,field-testing,3/10_CBL,,5/15/08,12:00,20:00,,,-567,,,-0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981733"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,12:00,13:00,,,710,,,0.08,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981734"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,13:00,14:00,,,771,,,0.09,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981735"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,14:00,15:00,,,558,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981736"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,15:00,16:00,,,515,,,0.06,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981737"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,16:00,17:00,,,312,,,0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981738"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,17:00,18:00,,,242,,,0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981739"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,18:00,19:00,,,284,,,0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981740"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,19:00,20:00,,,226,,,0.03,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981741"
NetApp,field-testing,3/10_MA_CBL,,5/15/08,12:00,20:00,,,452,,,0.05,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981742"
NetApp,field-testing,OAT_MA_CBL,,5/15/08,12:00,13:00,,,569,,,0.07,,,,,"Ghatikar, G., Piette, M. A., Fujita, S., McKane, A., Dudley, J. H., Radspieler, A., É Shroyer, D. (2009). Demand Response and Open Automated Demand Response Opportunities for Data Centers. https://doi.org/10.2172/981743"
